docID,year,month,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,topic_15,topic_16,topic_17,topic_18,topic_19
52,1999,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27755433,0.016195308,0.0,0.011386393,0.51991063,0.0,0.0,0.0,0.17495333
53,1999,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35531613,0.30413777,0.0,0.0,0.03694376,0.0,0.0,0.0,0.2205344,0.0,0.0,0.0,0.08306789
54,1999,12,0.0,0.0,0.0,0.78561366,0.0,0.0,0.0,0.0,0.032978542,0.0,0.0,0.0,0.0,0.096489884,0.0,0.0,0.08491795,0.0,0.0,0.0
55,1999,12,0.0,0.0,0.0,0.0,0.14073128,0.5233389,0.0,0.0,0.0,0.0,0.0,0.0,0.04483876,0.0,0.0,0.29109105,0.0,0.0,0.0,0.0
56,1999,12,0.0,0.255712,0.0,0.0017157879,0.2106512,0.0,0.0,0.03481001,0.0,0.18378341,0.0,0.0,0.24340715,0.059655596,0.0,0.010264911,0.0,0.0,0.0,0.0
57,1999,12,0.0,0.09570794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.099273734,0.7155395,0.08947877,0.0,0.0,0.0,0.0,0.0
58,1999,12,0.0,0.0,0.0,0.10722723,0.0,0.35344478,0.0,0.14286692,0.0,0.061040852,0.0,0.323563,0.0,0.0,0.011857147,0.0,0.0,0.0,0.0,0.0
59,1999,12,0.0,0.0,0.26727673,0.0,0.0,0.20153834,0.0,0.0,0.0,0.0,0.0,0.15333699,0.0,0.0,0.0,0.0,0.377848,0.0,0.0,0.0
60,1999,12,0.044803552,0.0,0.0,0.0,0.022787375,0.074744776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14673445,0.0,0.0,0.7109298,0.0
61,1999,12,0.0,0.0,0.0,0.0,0.42801172,0.15195079,0.0,0.32654718,0.024686566,0.0,0.0,0.0,0.0,0.009404148,0.041071136,0.0,0.0,0.0,0.0,0.01832855
62,1999,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17630981,0.0,0.33057842,0.4931117,0.0,0.0,0.0,0.0,0.0,0.0
63,1999,12,0.033470314,0.0,0.0,0.3237631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46859154,0.10191365,0.0,0.07226147,0.0,0.0
64,1999,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13955195,0.03223825,0.0,0.20691633,0.0,0.05331529,0.05828982,0.0,0.39729056,0.0,0.0,0.0,0.11239781
65,1999,12,0.0,0.019743962,0.0,0.026263453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12269317,0.513852,0.0,0.0,0.0,0.31744742,0.0,0.0
66,1999,12,0.0,0.060000926,0.055628434,0.25656217,0.10757793,0.13415332,0.10917028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27690688,0.0,0.0,0.0
67,1999,12,0.0,0.069874585,0.0,0.010276571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91984886,0.0,0.0
68,1999,12,0.0,0.13835174,0.0,0.42423478,0.0,0.0,0.0,0.035760347,0.0,0.0,0.0,0.0,0.0,0.0,0.17181024,0.0,0.0,0.007990338,0.0,0.22185253
69,1999,12,0.0,0.0,0.0,0.0,0.29422182,0.0,0.0,0.0,0.0,0.0,0.0,0.14310753,0.1878151,0.37485558,0.0,0.0,0.0,0.0,0.0,0.0
70,1999,12,0.0,0.0,0.0,0.0,0.53877306,0.051367395,0.0,0.0,0.0,0.0,0.09245604,0.093394734,0.0,0.0,0.08264258,0.0,0.0,0.0,0.0,0.14136612
71,1999,12,0.0,0.0,0.0,0.0,0.095347874,0.0,0.0,0.0,0.0,0.11596243,0.03411344,0.0,0.0,0.0,0.0,0.66426706,0.0,0.0,0.0,0.09030918
72,1999,12,0.0,0.0,0.23077852,0.0,0.0,0.0,0.0,0.0,0.0,0.020897716,0.17273805,0.0,0.009920988,0.0,0.26094133,0.0,0.100012384,0.0,0.20471092,0.0
73,1999,12,0.0,0.0,0.043008916,0.0,0.15491322,0.22571263,0.055242255,0.020744117,0.0,0.0,0.0,0.067274086,0.0,0.17515804,0.030375788,0.14156552,0.077311546,0.0,0.008693863,0.0
74,1999,12,0.0,0.028485484,0.0,0.0,0.0,0.0,0.51037437,0.0,0.0,0.0,0.0,0.0,0.28448546,0.1265084,0.0,0.0,0.0,0.009904647,0.04024161,0.0
75,1999,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14216615,0.0,0.0,0.0,0.0,0.0,0.82603234,0.031801574,0.0,0.0,0.0
76,1999,12,0.11853594,0.0,0.0,0.030896068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021370394,0.44963083,0.37956685,0.0,0.0,0.0,0.0,0.0
77,1999,12,0.0,0.0,0.30714723,0.031491444,0.0,0.051757872,0.0,0.0,0.0,0.0,0.45518413,0.0,0.0,0.0,0.10777088,0.04664836,0.0,0.0,0.0,0.0
78,1999,12,0.0,0.0,0.0,0.79089284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20910712,0.0,0.0,0.0
79,1999,12,0.0,0.0,0.0,0.0,0.40406108,0.19595017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06318757,0.0,0.0,0.1860124,0.0,0.15078871
80,1999,12,0.0,0.0,0.0,0.0,0.39667284,0.24784338,0.0,0.18153538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1739484,0.0,0.0,0.0,0.0
81,1999,12,0.0,0.0,0.29671547,0.0,0.084239624,0.21539341,0.0,0.0,0.0,0.0,0.39316902,0.0,0.0,0.0,0.0,0.010482509,0.0,0.0,0.0,0.0
82,1999,12,0.12705824,0.14834084,0.0,0.65041006,0.0,0.0,0.020126233,0.023537835,0.0,0.0,0.0,0.00524352,0.0,0.006586971,0.0,0.0,0.00433697,0.0,0.014359365,0.0
83,1999,12,0.0,0.096391305,0.27634138,0.049545895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15833807,0.0,0.0,0.0,0.0,0.0,0.41938332
84,1999,9,0.0,0.0,0.01191915,0.0,0.054790147,0.4868552,0.0,0.0,0.0,0.0,0.2702661,0.0,0.0,0.0064851567,0.064093105,0.0,0.035259653,0.0,0.0,0.07033155
85,1999,9,0.0,0.0,0.0,0.56255573,0.0,0.0,0.097694784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23837836,0.0,0.0,0.04473838,0.0,0.056632716
86,1999,9,0.0,0.0,0.0,0.12424484,0.14969784,0.4401773,0.0,0.0,0.0,0.0,0.22071683,0.0,0.0,0.0070517217,0.05811142,0.0,0.0,0.0,0.0,0.0
87,1999,9,0.0,0.0,0.0,0.0,0.06353455,0.7155107,0.0,0.0,0.0,0.0,0.18470244,0.0,0.0,0.0,0.0036568153,0.0,0.0,0.0,0.032595545,0.0
88,1999,9,0.15501127,0.0,0.034902908,0.2878303,0.0,0.011557273,0.0,0.024144564,0.027477957,0.056236327,0.29781207,0.0048630973,0.022997208,0.0070643695,9.311951e-05,0.07000963,0.0,0.0,0.0,0.0
89,1999,9,0.0,0.20610806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18957707,0.0,0.0,0.0,0.0,0.0,0.60431486,0.0,0.0
90,1999,9,0.008511192,0.0,0.0,0.20179807,0.0,0.0,0.0,0.0,0.0,0.013861387,0.0,0.0,0.1288696,0.028979884,0.0,0.0,0.0,0.5980091,0.0,0.019970778
91,1999,9,0.0,0.02162186,0.35453022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37643626,0.0,0.0,0.0,0.01753038,0.22988127,0.0,0.0,0.0,0.0
92,1999,9,0.0,0.0,0.0,0.0,0.0,0.10897575,0.0,0.02629882,0.0,0.0,0.18076417,0.0,0.0,0.0,0.0,0.6563354,0.0,0.0,0.027625917,0.0
93,1999,9,0.0,0.02297886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.123169236,0.24707611,0.0,0.0,0.0,0.5728064,0.0,0.03396935
94,1999,9,0.021885628,0.0,0.20060472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47710136,0.0,0.0,0.0,0.06971126,0.098793074,0.0,0.0,0.0,0.131904
95,1999,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8206432,0.0,0.0,0.0,0.0,0.17935677,0.0,0.0,0.0,0.0
96,1999,9,0.0,0.0,0.0,0.13140659,0.033985853,0.0,0.032750085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.215196,0.0,0.3915422,0.0,0.1951193
97,1999,9,0.015943697,0.0,0.40584326,0.0,0.053923137,0.18609995,0.0,0.0,0.0,0.0,0.0,0.15620525,0.0,0.0,0.0,0.18198459,0.0,0.0,0.0,0.0
98,1999,9,0.0,0.0,0.0,0.5411231,0.0,0.0,0.0,0.0,0.0,0.0,0.13953975,0.0,0.0,0.0,0.30701527,0.0,0.0,0.0,0.0,0.012321856
99,1999,9,0.0,0.0,0.0,0.0,0.44099453,0.40898383,0.0,0.0,0.0,0.0,0.15002169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,1999,9,0.0,0.0,0.0,0.1334156,0.06724868,0.6630472,0.0,0.0,0.0,0.0,0.13569342,0.0,0.0,0.0,0.00059511425,0.0,0.0,0.0,0.0,0.0
101,1999,9,0.034218024,0.0,0.0,0.24848095,0.0,0.0,0.34878725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31017706,0.058336716,0.0,0.0,0.0,0.0
102,1999,9,0.0,0.0,0.6020821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23764272,0.020139867,0.0,0.0,0.0,0.14013536,0.0,0.0,0.0,0.0
103,1999,9,0.0,0.22331654,0.5741529,0.0,0.0,0.0,0.0,0.0,0.01506643,0.0,0.0,0.0,0.0,0.0,0.0,0.18746416,0.0,0.0,0.0,0.0
104,1999,9,0.0,0.0,0.0,0.33396134,0.0,0.0,0.3030092,0.0,0.0,0.006313558,0.0,0.05556099,0.0,0.0,0.021222115,0.0,0.0,0.04197623,0.0,0.23795655
105,1999,9,0.0,0.0,0.0,0.87013876,0.0,0.074251905,0.0,0.0,0.020550929,0.0,0.017457979,0.0,0.0,0.017600417,0.0,0.0,0.0,0.0,0.0,0.0
106,1999,9,0.0,0.0,0.0,0.088681504,0.23065223,0.2828429,0.0,0.0,0.0,0.0,0.34176657,0.0,0.0,0.0,0.056056842,0.0,0.0,0.0,0.0,0.0
107,1999,9,0.030186895,0.0,0.0,0.20411664,0.21519713,0.0,0.0,0.0,0.0,0.0,0.29520768,0.0,0.0,0.0,0.07141955,0.06580453,0.0,0.0,0.0,0.118067615
108,1999,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0552816,0.0,0.5911015,0.0,0.0,0.0,0.0,0.31419992,0.0,0.03941696,0.0,0.0
109,1999,9,0.0,0.0,0.08913917,0.038727853,0.046121173,0.25963446,0.0,0.0,0.0,0.04378431,0.12065097,0.0,0.0,0.0,0.107994415,0.18385589,0.0015272488,0.0,0.0,0.108564414
110,1999,9,0.0,0.0,0.02505684,0.62910056,0.0058551813,0.11793636,0.0,0.0,0.0,0.0,0.12954704,0.0,0.0,0.0,0.08647595,0.0,0.0,0.0,0.006028194,0.0
111,1999,9,0.0,0.0,0.0,0.0,0.0,0.16165797,0.0,0.18934622,0.0,0.0,0.0,0.0,0.0,0.0,0.025562868,0.623433,0.0,0.0,0.0,0.0
112,1999,11,0.1410384,0.002030448,0.0,0.0,0.0,0.0,0.0,0.091902815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32707292,0.43795544,0.0,0.0,0.0
113,1999,11,0.092564605,0.09101238,0.0,0.45298153,0.0,0.0,0.25950766,0.0,0.0,0.0,0.0,0.05994521,0.0,0.0,0.043988537,0.0,0.0,0.0,0.0,0.0
114,1999,11,0.049868025,0.0,0.0,0.0,0.19615127,0.0,0.0,0.0,0.041856535,0.08903412,0.50585943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11723054
115,1999,11,0.0,0.0,0.039590795,0.0,0.0,0.0,0.0,0.0,0.0,0.21616882,0.0,0.0,0.0,0.0,0.0,0.74424034,0.0,0.0,0.0,0.0
116,1999,11,0.020814708,0.0,0.026791902,0.2590343,0.0,0.10833577,0.0022727542,0.0,0.0,0.0,0.06991131,0.0,0.0,0.0,0.4445878,0.0,0.0,0.035719484,0.032532066,0.0
117,1999,11,0.0,0.15837292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17583814,0.07166519,0.027828177,0.0,0.0,0.5662956,0.0,0.0,0.0,0.0
118,1999,11,0.0,0.0,0.52495456,0.0,0.06391555,0.0,0.3363495,0.0,0.04702713,0.0,0.0,0.0,0.0,0.0,0.006651939,0.0,0.021101337,0.0,0.0,0.0
119,1999,11,0.0,0.0,0.0,0.027083797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16327265,0.0,0.0,0.0,0.0,0.2915769,0.4466972,0.07136939
120,1999,11,0.0,0.0,0.0,0.35726824,0.28332114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32748407,0.0,0.0,0.0,0.0,0.031926572
121,1999,11,0.0,0.0025111884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0862767,0.13355458,0.0,0.0,0.0,0.0,0.7376031,0.0,0.04005435
122,1999,11,0.06300861,0.0,0.4096281,0.0,0.0,0.044923298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42858672,0.0,0.053853314,0.0,0.0
123,1999,11,0.24541324,0.0,0.0,0.0,0.0,0.0,0.52617705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07175462,0.086892135,0.0,0.0,0.06976291,0.0
124,1999,11,0.0,0.0,0.25526464,0.2951582,0.0,0.0,0.11603524,0.26827395,0.0,0.0,0.0,0.0,0.0,0.0,0.06526795,0.0,0.0,0.0,0.0,0.0
125,1999,11,0.0,0.016237969,0.0,0.0,0.0,0.0,0.5147082,0.0,0.0,0.0,0.0,0.0,0.20611455,0.0,0.0,0.0,0.0,0.2456966,0.0,0.017242651
126,1999,11,0.031958405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11330411,0.0,0.0,0.69355255,0.0,0.0620317,0.0,0.0,0.09915325
127,1999,11,0.0,0.0,0.0,0.17923655,0.0,0.0,0.0,0.061174303,0.11217827,0.0,0.0,0.0,0.15321691,0.018179782,0.0,0.0,0.2264043,0.0,0.0,0.24960984
128,1999,11,0.0,0.0,0.0,0.15374628,0.0,0.0,0.0,0.0,0.080862254,0.0,0.09796364,0.0,0.07326403,0.0,0.0,0.2264323,0.36773154,0.0,0.0,0.0
129,1999,11,0.0,0.0,0.0,0.071891464,0.0,0.0,0.0,0.0,0.123823375,0.0,0.0,0.008081442,0.0,0.22557358,0.40094283,0.02003061,0.0,0.14383774,0.0,0.005818918
130,1999,11,0.0,0.0,0.0,0.10349561,0.0,0.0,0.0,0.0,0.08995991,0.0,0.0,0.014055132,0.0,0.0,0.0,0.06610151,0.0,0.0,0.0,0.72638786
131,1999,11,0.0,0.0,0.0,0.16826174,0.11528243,0.62438494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09207085,0.0,0.0,0.0,0.0,0.0
132,1999,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31583545,0.0,0.0,0.0,0.0,0.0,0.0,0.6841646,0.0,0.0,0.0,0.0
133,1999,11,0.0,0.0,0.0,0.17047013,0.64068514,0.08284799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.105996735,0.0,0.0,0.0,0.0,0.0
134,1999,11,0.0,0.0,0.0,0.33082712,0.4423736,0.1460335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08076583,0.0,0.0
135,1999,11,0.11804074,0.0,0.0,0.10708142,0.01828014,0.0,0.0,0.0,0.10518007,0.0,0.0,0.0,0.22298323,0.27682886,0.15081544,0.0,0.0,0.0,0.0,0.0007900405
136,1999,11,0.0,0.0,0.0,0.0,0.25469336,0.010650544,0.0,0.0,0.0,0.052039836,0.6681162,0.0,0.0,0.0,0.014500084,0.0,0.0,0.0,0.0,0.0
137,1999,11,0.0,0.054658763,0.0,0.05112549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09537492,0.7988409,0.0,0.0,0.0,0.0
138,1999,11,0.0,0.0,0.030696195,0.8620392,0.0,0.0,0.024213035,0.0,0.0,0.0,0.0,0.015974717,0.0,0.0,0.04310327,0.0,0.023973575,0.0,0.0,0.0
139,1999,11,0.0,0.0,0.0,0.03414721,0.0,0.0,0.24329682,0.0,0.0,0.0,0.0,0.0,0.20210968,0.2894292,0.0,0.0,0.0,0.21275736,0.018259775,0.0
