year,month,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,topic_15,topic_16,topic_17,topic_18,topic_19,topic_20,topic_21,topic_22,topic_23,topic_24,topic_25,topic_26,topic_27,topic_28,topic_29,topic_30,topic_31,topic_32,topic_33,topic_34,topic_35,topic_36,topic_37,topic_38,topic_39,topic_40,topic_41,topic_42,topic_43,topic_44,topic_45,topic_46,topic_47,topic_48,topic_49,date
1999,8,1.7000000000000003e-05,1.7855762940539441,0.0007426321276999566,6.308443466155311,1.3081219769876262,3.1799674682561796,1.1869472177568723,0.24467438055817642,3.95687427006002,2.7142086318172076,4.033258602976664,3.015449531047665,0.0009302765442544254,2.020462802212115,1.0006002150292757,3.2252584710986176,3.993927941938079,3.0287686181080486,3.481211868133454,0.9926494268477494,10.440665175181374,3.2781703008135907,0.3080796115619353,7.665710139732034,2.013345367309037,7.529230029927145,1.3339340212673254,3.464982914768096,7.4881795248128,3.519897481146108,1.9012467534641744,5.981092589727276,5.365722302488463,2.068338257052239,2.386905093492518,9.881971462007698,2.806279893986854,4.473450038865977,1.0288145317316115,1.3734757274363247,3.638160873864578,8.705735858294418,4.299821341044683,7.381922800502029,6.380951705845206,10.390052413391226,4.434835555117767,1.2739087925122967,2.8833337685941522,3.9500700667616315,1999-08-11
1999,9,15.963808424189342,29.896188671302323,44.22397540629113,209.55963764590092,45.38092628228469,57.21673541010602,53.04345259543226,66.4617902226714,124.23389390824529,64.4318812584234,150.90634698962648,160.3343294235609,37.19217950065099,18.671508908941515,35.17946360604029,132.45912004055035,101.21180617353677,84.99019979154798,123.7242065512717,85.03527003965016,345.00863347157247,60.07364806741853,55.0609528597899,234.49613317829846,29.114826216001923,237.7401208704178,56.310427781906895,96.11151957857317,163.32234344262366,46.71949962270499,69.55679184612718,151.25104259517013,73.2476138239674,33.94600291927427,24.117487127363717,260.57019639416717,118.59206231386625,195.68938405036306,28.456752796215596,36.16504261716523,137.09305444241605,227.3576159713334,163.35030177587873,184.88305698168801,185.62530267932235,222.6231876615371,111.92056606622833,27.103531811023956,64.97949535671911,98.5194424928184,1999-09-11
1999,10,11.754483234952003,23.501766933236247,65.04289130594275,131.22904770153804,40.93797129244001,51.631789329047145,96.69524806298008,70.66798181410374,114.42046692507712,87.63198637282544,235.81126995343064,208.8857082803102,101.01114335499584,22.256425213358888,34.13092324480022,108.65358462669245,74.88108527308502,104.50084346836064,77.29539963149222,173.9524675452812,391.84570467689366,82.85197288091823,82.53133751923636,273.7849414805925,57.57504623386965,254.93781400887335,49.51532312177749,141.31585113154645,172.86126318661584,57.871143520805134,69.96029124866804,217.41756482448562,43.25300612936845,38.509498254669914,28.75931454446149,281.78649340688224,96.44518976965347,209.9826113154968,38.732386212620575,30.827795642194044,145.8833445501388,264.07511875661834,203.58982026972646,236.08350603761906,209.7935672499456,297.66018942252737,193.00990391010535,43.87021915126462,67.76122931728182,136.59288874771858,1999-010-11
1999,11,7.716744635975824,15.247118367489824,86.42356546915836,152.29932502867857,46.20644159398062,70.93153411984581,102.48047621801695,83.65221180247228,136.46064464110083,148.8810989726919,265.5446689199043,210.51329726044747,108.14549628530129,27.457537606568085,43.5049518704557,132.12191646534993,93.20827167077427,149.46530850832724,125.39440531810565,200.47240755320507,515.7146624866026,106.13277346544481,91.1882590533687,363.93334139232275,54.29619931356402,345.32886239911124,67.1662445686103,188.79325683300198,208.13441530786838,53.02408473725455,92.2196675252137,256.8937673676761,56.49521221125813,44.11878602068374,22.85134556459229,377.59041112706166,133.11727224973137,287.8277203005515,53.77949049597168,40.33362739904168,200.52896246009632,346.05072968400765,260.53029520494124,287.32323724374163,258.32047382116906,380.81920220027087,226.98449200885892,51.91668984961419,103.99385260389799,172.28480624434135,1999-011-11
1999,12,12.122698248705584,27.685036037977124,103.37800047473847,201.39686340624928,37.133961183774,70.99348159932904,78.85819132199394,67.42667929468041,156.13236467628582,143.15313896434063,200.50638407078873,171.97133036540646,61.922692512016916,28.11439638866951,54.79877975200616,170.72121785088493,98.45377015582659,226.71320461548987,179.4010759965008,140.2511736068678,560.767640810517,82.33292404719448,78.26185019214235,377.3934258543851,47.27833519707503,411.38480537461623,69.22534645446697,238.2022408997294,234.40018021146582,63.27359313442371,112.01489670542091,219.5322481247316,57.86353655891484,40.125541970430604,26.989285367554757,408.26316550942266,143.00896817865703,312.74368761908573,41.03704142746433,30.712928777401096,159.32321450985768,364.3065156843118,230.37181909749108,291.1245285015423,251.67592395011368,401.28266543774293,230.43822996933034,41.788714949745234,102.3917491318444,151.27490475928454,1999-012-11
2000,1,10.740428804649573,23.946621772365702,61.172445773885826,147.14322818871122,36.353255038141924,43.091157087735226,58.48061388624549,44.91012807872956,96.1910817687573,80.25709932656414,161.4878237667683,138.01495437348672,52.41990358504439,16.050191527869053,43.806899365920884,141.5623715886666,94.1782812621254,132.00471782613116,147.88948244363618,112.55174462059624,414.3440162689386,58.085056090328365,43.644988272595995,280.1896626701711,31.549882565838896,283.90734718512306,55.675052678603834,155.19962709943906,133.977184346122,24.273232794409527,74.56338282178683,164.94677252946593,36.7174199990872,32.51757888590786,23.579965218856845,278.5829317150749,103.06982334283062,209.4042873776885,27.224953202004812,28.78776696611498,122.80999271731929,240.16545012593537,167.77776466759533,193.31979883034097,171.59978197933145,287.38823944677785,181.16791020976967,38.41587940014191,79.83948528293281,110.95280970064543,2000-01-11
2000,2,48.878289072016024,36.51155514284986,76.97817720547461,202.66909677332856,26.32051560577137,88.00719800866614,76.36186221425278,92.10556965539551,179.07881587631255,117.1871374079292,236.7632159188053,204.1804904540152,95.54137465708342,39.69130126089315,39.56866086031076,182.3682031275888,124.45185891644238,146.70329003402503,210.82729235458538,171.73476627772627,581.3675395863959,107.85237863216261,107.05259232693113,368.9123156152812,46.39649886107532,380.8258706112116,88.71000333872304,165.98157395899753,234.35645277634015,55.9483912249201,112.34794435644895,188.77694139194068,49.77744425561979,50.30899699462058,48.567764463232166,345.2221959228417,149.80868665949606,251.5379995200481,52.52790797972182,45.074685100292946,167.53793141784584,303.30703777089633,221.46514405664166,265.7195420296128,222.81977458999555,363.9413842671344,236.8810157071475,44.603312006487286,89.51061896718154,162.51140699901342,2000-02-11
2000,3,94.19013435992802,38.54641431714809,93.19813482918514,263.9346188226009,33.181386293906804,71.37757172540171,96.05374288925026,80.96424627993213,204.04382871791904,114.73487364311585,271.31617004116515,224.41307236984446,90.61506679833869,35.96400038471533,45.15560449301074,237.26837962185877,162.12129420963296,226.04434684636792,276.3124922086392,185.3609224500062,680.6969770396261,102.68637041892835,122.94739755096965,433.6405241163529,53.62566785134262,431.08638830889265,90.26310832154945,180.90408651626632,243.13527119682564,64.58065961896118,106.34047510903594,213.49715386969967,55.8144873928433,50.13743388986705,89.08206498846863,380.1553353542011,186.98987372870405,272.67075035464217,40.90504177277078,40.829232942830174,181.8041405618326,310.73511020490776,235.79546097428616,306.9719263870152,227.03495288648827,425.09756194864497,218.11916390685388,45.171532677838414,87.1857731289524,188.98798040152292,2000-03-11
2000,4,86.03033356380766,30.02468584240149,82.33759697341492,259.89423501796637,47.110126853776016,86.37710741337656,89.63378802454143,68.82862965323737,248.28155811491496,117.7447525259643,228.62976499175312,172.47290643124114,100.66423403897306,32.465727762224006,48.96334477618172,253.01004184887663,205.57446044655205,118.81290319445795,284.39494712180084,167.6411179205863,716.6779796417333,104.77453476981061,106.2879864990472,383.9084827956239,74.85090133283276,404.3766208431136,93.53610306740588,164.31854699155912,234.7290873732127,53.06905638869094,76.48210275932233,187.92351961545575,79.26746629745216,48.69110024563713,65.98549332045937,345.7804963094034,147.5349368014138,233.79553045621446,42.035287123422336,45.78855250704874,153.79949807013438,274.91032026313445,200.5569712816425,264.21580169738417,234.888368616187,386.4937523792868,203.92174529169512,48.731144088166765,87.63977095239494,173.0371408459561,2000-04-11
2000,5,72.00154333941819,29.17352421639215,75.55629041656302,306.45913830508977,35.6689427264393,72.91223856225568,75.89253261409458,67.85706125682246,241.37429525029887,108.02275121167055,213.1636583723536,207.32481314303791,73.92741763464505,29.955363343806102,41.46323345095351,278.13679008923685,187.91504996160674,103.93387049740971,304.0417888345931,153.05783777390926,637.8684172811019,94.62894127350006,109.47021682762168,381.16368421965325,63.81475090068076,359.4525856631427,89.52892629642082,164.29544214701167,230.431795045522,64.98198907090622,89.41218941992769,182.49305582655407,62.34068816173808,45.86275273333969,62.85623734902746,288.578198061441,123.78996771640432,224.77954240006773,45.04151923406346,45.13915979955143,133.7444999306572,260.05300426008984,171.70062706651441,257.8983948577738,229.80716146149175,369.44252864415057,185.07496558741752,35.23814904279491,87.62281169198575,170.28098122021376,2000-05-11
